timestamp,open,high,low,close,volume
2022-01-03,3.401e-05,3.41e-05,2.641e-05,2.825e-05,41021575623993.0
2022-01-10,2.826e-05,3.29e-05,2.537e-05,3.049e-05,52485624023225.0
2022-01-17,3.049e-05,3.058e-05,1.704e-05,2.246e-05,76885936935176.0
2022-01-24,2.246e-05,2.353e-05,1.865e-05,2.11e-05,64631079679889.0
2022-01-31,2.11e-05,2.9e-05,2.005e-05,2.849e-05,48767912020317.0
2022-02-07,2.848e-05,3.523e-05,2.707e-05,3.013e-05,137977935028104.0
2022-02-14,3.013e-05,3.253e-05,2.489e-05,2.547e-05,64633848833775.0
2022-02-21,2.547e-05,2.755e-05,2.071e-05,2.342e-05,101256406806348.0
2022-02-28,2.343e-05,2.861e-05,2.28e-05,2.352e-05,61420543282513.0
2022-03-07,2.352e-05,2.46e-05,2.12e-05,2.15e-05,39274991458688.0
2022-03-14,2.15e-05,2.555e-05,2.124e-05,2.311e-05,47100145026321.0
2022-03-21,2.311e-05,2.567e-05,2.23e-05,2.557e-05,50402223611754.0
2022-03-28,2.557e-05,2.966e-05,2.458e-05,2.683e-05,78102206319726.0
2022-04-04,2.683e-05,2.847e-05,2.35e-05,2.446e-05,43004297684409.0
2022-04-11,2.446e-05,3e-05,2.183e-05,2.465e-05,81858781625483.0
2022-04-18,2.464e-05,2.587e-05,2.352e-05,2.396e-05,32053363420081.0
2022-04-25,2.395e-05,2.536e-05,1.837e-05,2.155e-05,53434894945649.0
2022-05-02,2.154e-05,2.199e-05,1.823e-05,1.843e-05,45574274050636.0
2022-05-09,1.843e-05,1.871e-05,9.07e-06,1.306e-05,149857810920159.0
2022-05-16,1.305e-05,1.306e-05,1.121e-05,1.19e-05,37485363874307.0
2022-05-23,1.19e-05,1.297e-05,1.012e-05,1.149e-05,43400858853603.0
2022-05-30,1.15e-05,1.248e-05,1.052e-05,1.081e-05,30005618526879.0
2022-06-06,1.082e-05,1.141e-05,8.38e-06,8.6e-06,30205064966379.0
2022-06-13,8.59e-06,8.96e-06,7.14e-06,8.22e-06,55055420315073.0
2022-06-20,8.22e-06,1.214e-05,7.88e-06,1.098e-05,110663292658457.0
2022-06-27,1.098e-05,1.173e-05,9.53e-06,1.003e-05,44313113132853.0
2022-07-04,1.004e-05,1.19e-05,9.93e-06,1.122e-05,39258080695187.0
2022-07-11,1.121e-05,1.122e-05,9.77e-06,1.073e-05,30048872688521.0
2022-07-18,1.072e-05,1.315e-05,1.071e-05,1.159e-05,49825126660606.0
2022-07-25,1.159e-05,1.262e-05,1.029e-05,1.17e-05,42607907448156.0
2022-08-01,1.17e-05,1.274e-05,1.145e-05,1.205e-05,31141993785238.0
